Job ID,Agency,Posting Type,Total Positions,Title Classification,Level,Job Category,Full-Time/Part-Time indicator,Career Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Hours/Shift,Residency Requirement,Posting Date,Job Postings Year
607103,DEPARTMENT OF CITY PLANNING,External,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),107281,120190,Annual,Broadway,TBD,Not required,9/27/23,2023
546849,DEPT OF ENVIRONMENT PROTECTION,External,1,Non-Competitive-5,M0,"Finance, Accounting, & Procurement",F,Manager,80931,208826,Annual,Corona,35 Hours Per Week,Hybrid,2/22/23,2023
580944,DEPT OF HEALTH/MENTAL HYGIENE,External,2,Competitive-1,M1,Health,F,Experienced (non-manager),45722,45722,Annual,Worth Street.,40 hours per week,Hybrid,9/26/23,2023
603135,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,M1,Health,F,Experienced (non-manager),70087,70087,Annual,28th Street,TBD,Hybrid,10/2/23,2023
593332,HRA/DEPT OF SOCIAL SERVICES,External,4,Competitive-1,M1,Social Services,F,Experienced (non-manager),56677,65179,Annual,World Trade Center,40 hours per week,Not required,7/14/23,2023
557660,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),70611,81203,Annual,World Trade Center,40 hours per week,Hybrid,1/13/23,2023
523960,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),61015,77124,Annual,World Trade Center,40 hours per week,Hybrid,9/11/23,2023
567207,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),80557,111917,Annual,Water Street,35 Hours Per Week,Not required,1/12/23,2023
612846,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),92301,120000,Annual,47TH Street,TBD,Hybrid,10/24/23,2023
581749,DEPT OF ENVIRONMENT PROTECTION,Internal,2,Competitive-1,M1,"Policy, Research & Analysis",F,Experienced (non-manager),63962,89003,Annual,Brooklyn,TBD,Hybrid,4/10/23,2023
589025,DEPARTMENT OF TRANSPORTATION,Internal,2,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),399.68,399.68,Daily,Water Street,40 hours per week,Hybrid,6/21/23,2023
607686,TAXI & LIMOUSINE COMMISSION,Internal,2,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),62397,71757,Annual,LIC,TBD,Not required,9/25/23,2023
606691,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,Non-Competitive-5,1,Constituent Services & Community Programs,P,Entry-Level,32.3569,50.2288,Hourly,Lafayette Street,20 Hours Per Week,Hybrid,9/28/23,2023
594457,TAXI & LIMOUSINE COMMISSION,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),56100,60498,Annual,LIC,TBD,Hybrid,9/15/23,2023
615553,BRONX DISTRICT ATTORNEY,Internal,1,Exempt-4,M0,Administration & Human Resources,F,Manager,145000,145000,Annual,Bronx,TBD,New York City residency is required.,11/9/23,2023
588314,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M1,Social Services,F,Experienced (non-manager),42502,48877,Annual,World Trade Center,40 hours per week,Hybrid,9/29/23,2023
611315,DEPT OF ENVIRONMENT PROTECTION,Internal,2,Competitive-1,1,"Engineering, Architecture, & Planning",F,Entry-Level,56313,64760,Annual,Harding Expressway,TBD,Hybrid,11/27/23,2023
614177,DEPT OF HEALTH/MENTAL HYGIENE,Internal,3,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),42721,50000,Annual,47TH Street,TBD,Hybrid,11/6/23,2023
607766,CONSUMER AND WORKER PROTECTION,External,1,Competitive-1,M1,Legal Affairs,F,Experienced (non-manager),43728,62215,Annual,Broadway,TBD,Hybrid,10/30/23,2023
533493,FIRE DEPARTMENT,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),80557,111917,Annual,Brooklyn,TBD,Not required,10/17/22,2022
603553,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,"Technology, Data & Innovation ",F,Experienced (non-manager),100743,115854,Annual,Metrotech,40 hours per week,Not required,9/29/23,2023
599681,OFFICE OF THE COMPTROLLER,External,1,Non-Competitive-5,M2,"Engineering, Architecture, & Planning",F,Executive,195000,215000,Annual,Centre Street,TBD,Hybrid,9/17/23,2023
552191,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),81951,111330,Annual,Corona,TBD,Not required,4/10/23,2023
572541,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Health,F,Experienced (non-manager),58700,93733,Annual,NYC - All Boroughs,TBD,Not required,7/11/23,2023
567015,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),73029,83983,Annual,Vanderbilt Avenue,40 hours per week,Not required,3/29/23,2023
542360,BRONX DISTRICT ATTORNEY,Internal,5,Exempt-4,M1,Legal Affairs,F,Experienced (non-manager),0,180000,Annual,Bronx,TBD,New York City residency is required.,11/8/23,2023
593633,DEPT. OF HOMELESS SERVICES,External,2,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),35536,46104,Annual,30TH Street,40 hours per week,Hybrid,10/3/23,2023
562485,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),94715,94715,Annual,Pearl Street,40 hours per week,Hybrid,2/3/23,2023
539147,DEPARTMENT OF TRANSPORTATION,External,3,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),65208,95993,Annual,Water Street,40 hours per week,Hybrid,2/8/23,2023
609856,HRA/DEPT OF SOCIAL SERVICES,External,3,Competitive-1,M1,Social Services,F,Experienced (non-manager),56677,65179,Annual,Bronx,40 hours per week,Not required,10/5/23,2023
580523,OFF OF PAYROLL ADMINISTRATION,External,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),32850,48940,Annual,Manhattan,35 Hours Per Week,Hybrid,3/24/23,2023
569777,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,Social Services,F,Experienced (non-manager),60793,69912,Annual,Bronx,40 hours per week,Not required,1/24/23,2023
610327,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),29.98,31.16,Hourly,Bronx,TBD,Not required,10/17/23,2023
533056,DEPARTMENT OF CORRECTION,Internal,1,Non-Competitive-5,M0,Communications & Intergovernmental Affairs,F,Manager,72038,140000,Annual,Hazen Street,TBD,Hybrid,8/1/22,2022
539017,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M0,"Technology, Data & Innovation",F,Manager,80931,208826,Annual,Metrotech,40 hours per week,Not required,4/13/23,2023
588483,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Pending Classification-2,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),75000,128750,Annual,Queens,35 Hours Per Week,Not required,6/1/23,2023
569664,HRA/DEPT OF SOCIAL SERVICES,Internal,3,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),53057,61015,Annual,World Trade Center,40 hours per week,Hybrid,1/20/23,2023
595475,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,1,Constituent Services & Community Programs,F,Entry-Level,70087,70087,Annual,28th Street,TBD,Hybrid,7/31/23,2023
609757,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,0,Constituent Services & Community Programs,P,Student,15.5,19.9,Hourly,28th Street,TBD,Hybrid,10/6/23,2023
538084,FIRE DEPARTMENT,External,1,Competitive-1,M1,Health,F,Experienced (non-manager),41389,47597,Annual,Brooklyn,TBD,Hybrid,2/1/23,2023
598947,DEPT OF PARKS & RECREATION,External,2,Competitive-1,1,Building Operations & Maintenance,F,Entry-Level,47437,54552,Annual,Bronx,TBD,New York City residency is required.,11/16/23,2023
597651,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,71726,Annual,Queens,35 Hours Per Week,Hybrid,9/26/23,2023
605356,TAXI & LIMOUSINE COMMISSION,External,1,Pending Classification-2,M1,Constituent Services & Community Programs,F,Experienced (non-manager),80568,95000,Annual,Beaver Street,TBD,Hybrid,9/15/23,2023
602956,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Health,F,Experienced (non-manager),55816,79357,Annual,28th Street,TBD,Hybrid,9/5/23,2023
611686,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),84451,113550,Annual,28th Street,TBD,Hybrid,11/21/23,2023
611243,DEPT OF HEALTH/MENTAL HYGIENE,Internal,3,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,67983,Annual,28th Street,TBD,Hybrid,10/16/23,2023
550638,DEPARTMENT OF TRANSPORTATION,Internal,3,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),51535,59265,Annual,Water Street,35 Hours Per Week,Hybrid,1/23/23,2023
545409,FIRE DEPARTMENT,External,1,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),79620,117541,Annual,Brooklyn,TBD,Hybrid,6/27/23,2023
544512,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M0,Building Operations & Maintenance,F,Manager,64922,173486,Annual,Brooklyn,TBD,Not required,8/9/22,2022
609751,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),41887,55000,Annual,28th Street,TBD,Hybrid,10/6/23,2023
601864,MAYORS OFFICE OF CONTRACT SVCS,Internal,1,Non-Competitive-5,0,"Technology, Data & Innovation",F,Student,15.5,18,Hourly,Greenwich Street,TBD,Hybrid,9/11/23,2023
600585,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,M1,Constituent Services & Community Programs,P,Experienced (non-manager),78.04,83.61,Hourly,28th Street,TBD,Not required,9/22/23,2023
604238,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Health,F,Experienced (non-manager),43728,68000,Annual,28th Street,TBD,Hybrid,9/14/23,2023
610150,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),51528,57000,Annual,47TH Street,TBD,Hybrid,10/6/23,2023
614959,DEPT OF ENVIRONMENT PROTECTION,External,1,Non-Competitive-5,M1,Building Operations & Maintenance,F,Experienced (non-manager),82506,103548,Annual,Bronx,TBD,Hybrid,11/27/23,2023
546738,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,"Technology, Data & Innovation ",F,Experienced (non-manager),85371,98177,Annual,Metrotech,35 Hours Per Week,Not required,4/18/23,2023
527756,NYC HOUSING AUTHORITY,External,1,Competitive-1,M0,Administration & Human Resources,F,Manager,58700,161534,Annual,Manhattan,TBD,Not required,6/3/22,2022
608967,OFFICE OF MANAGEMENT & BUDGET,External,1,Pending Classification-2,M0,"Finance, Accounting, & Procurement",F,Manager,103307,123701,Annual,Greenwich Street,TBD,Hybrid,9/29/23,2023
583442,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Health,F,Experienced (non-manager),47418,54531,Annual,Court Street,TBD,Hybrid,9/22/23,2023
605831,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Non-Competitive-5,M1,Social Services,F,Experienced (non-manager),41887,69709,Annual,Livingston Street,40 hours per week,Hybrid,10/18/23,2023
602855,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Non-Competitive-5,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),82506,103548,Annual,Harding Expressway,TBD,Hybrid,10/6/23,2023
605962,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,90000,Annual,Broadway,35 Hours Per Week,Hybrid,9/28/23,2023
583252,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),58700,173486,Annual,Water Street,35 Hours Per Week,Hybrid,4/19/23,2023
585341,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Non-Competitive-5,0,"Engineering, Architecture, & Planning",P,Student,15.5,19.9,Hourly,Harding Expressway,TBD,Not required,6/15/23,2023
584074,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),44009,50610,Annual,World Trade Center,40 hours per week,Not required,5/25/23,2023
609289,DEPT OF CITYWIDE ADMIN SVCS,Internal,8,Non-Competitive-5,M0,Administration & Human Resources,F,Manager,160000,170000,Annual,Centre Street,TBD,Hybrid,11/24/23,2023
601966,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),86368,86368,Annual,47TH Street,TBD,Not required,8/31/23,2023
582662,ADMIN FOR CHILDREN'S SVCS,Internal,1,Competitive-1,M1,Social Services,F,Experienced (non-manager),67392,91752,Annual,William Street,TBD,Not required,9/1/23,2023
539196,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,80931,208826,Annual,Water Street,35 Hours Per Week,Not required,7/18/22,2022
617009,HOUSING PRESERVATION & DVLPMNT,External,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),75000,75000,Annual,Gold Street,TBD,Hybrid,11/24/23,2023
574953,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,M1,"Health Technology, Data & Innovation",F,Experienced (non-manager),75000,115000,Annual,28th Street,TBD,Not required,10/11/23,2023
582062,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,M1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),64749,114944,Annual,Queens,35 Hours Per Week,Hybrid,11/20/23,2023
565609,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),57078,85646,Annual,Harding Expressway,TBD,Not required,1/17/23,2023
595623,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),72774,76587,Annual,47TH Street,TBD,Not required,9/26/23,2023
582843,DEPARTMENT OF TRANSPORTATION,External,1,Non-Competitive-5,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),74710,100812,Annual,Water Street,35 Hours Per Week,Hybrid,6/6/23,2023
564049,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,1,"Engineering, Architecture, & Planning",F,Entry-Level,51535,59265,Annual,Queens,35 Hours Per Week,Hybrid,11/14/23,2023
580006,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),60010,100875,Annual,Corona,35 Hours Per Week,Hybrid,5/4/23,2023
598288,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,93587,Annual,Water Street,35 Hours Per Week,Not required,8/18/23,2023
585490,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),51535,59265,Annual,Queens,35 Hours Per Week,Hybrid,7/17/23,2023
596174,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,M1,Health,F,Experienced (non-manager),58700,115000,Annual,Broadway,TBD,Hybrid,8/28/23,2023
610424,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),58700,115000,Annual,Queens,35 Hours Per Week,Hybrid,11/20/23,2023
602968,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Pending Classification-2,M1,"Technology, Data & Innovation",F,Experienced (non-manager),100000,130203,Annual,Queens,35 Hours Per Week,Not required,10/10/23,2023
601920,DEPT OF DESIGN & CONSTRUCTION,External,3,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,71726,Annual,Queens,35 Hours Per Week,Not required,9/11/23,2023
593642,DEPT. OF HOMELESS SERVICES,Internal,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),55088,63351,Annual,Brooklyn,40 hours per week,Hybrid,9/18/23,2023
567155,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),75504,94761,Annual,Corona,TBD,Hybrid,5/8/23,2023
593468,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),98470,133496,Annual,Staten Islands,TBD,Not required,8/13/23,2023
609132,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,1,Health,F,Entry-Level,43728,50287,Annual,Worth Street.,TBD,Hybrid,10/3/23,2023
540462,DEPARTMENT OF CORRECTION,External,10,Non-Competitive-5,M1,Health,P,Experienced (non-manager),78.04,83.61,Hourly,Corona,TBD,Not required,4/20/23,2023
538833,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),57078,85646,Annual,Water Street,35 Hours Per Week,Hybrid,7/6/22,2022
606838,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),81571,119554,Annual,Water Street,35 Hours Per Week,Hybrid,10/11/23,2023
596834,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Exempt-4,M1,Constituent Services & Community Programs,F,Experienced (non-manager),40000,105750,Annual,Worth Street.,TBD,Hybrid,8/17/23,2023
615982,DEPARTMENT OF CORRECTION,Internal,3,Non-Competitive-5,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),75666,75666,Annual,Astoria,TBD,Not required,11/13/23,2023
599757,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),71726,71726,Annual,Harding Expressway,TBD,Not required,8/24/23,2023
571411,HRA/DEPT OF SOCIAL SERVICES,External,16,Competitive-1,M1,Social Services,F,Experienced (non-manager),53057,61015,Annual,World Trade Center,40 hours per week,Hybrid,5/1/23,2023
558327,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,64922,173486,Annual,Harding Expressway,35 Hours Per Week,Not required,11/15/22,2022
521310,DEPARTMENT OF CORRECTION,External,9,Non-Competitive-5,1,Health,F,Entry-Level,36627,41388,Annual,Rikers Island,TBD,Hybrid,6/30/22,2022
587239,DEPT. OF HOMELESS SERVICES,Internal,3,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),44009,50610,Annual,Brooklyn,40 hours per week,Not required,6/16/23,2023
605902,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),58682,162537,Annual,Queens,35 Hours Per Week,Not required,10/20/23,2023
562517,DEPARTMENT OF TRANSPORTATION,External,2,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),79620,117541,Annual,Water Street,35 Hours Per Week,Not required,3/20/23,2023
593758,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),78357,109059,Annual,World Trade Center,40 hours per week,Not required,9/12/23,2023
614308,DEPARTMENT OF FINANCE,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),62470,83000,Annual,Maiden Lane,TBD,Hybrid,11/6/23,2023
